userId,Talks_Participation_19_20,lastSubmit,Wanted_Programming_Languages,Coding_as_Hobby,Teaching_Problems_POV,Fav_Coding_Drink,Professional_Prod_Env,Open_Source_Participation,Daily_Web_Frameworks,Graduation_Employment_Gap,Preferred_Company_Type,Coding_Experience,Fav_Programming_Languages,Online_InPerson_Preferrence,Side_Projects,Daily_Paltforms,Blog_Posting,Salary_Range_DH,Country,Gender,Reentery_Plans,Learning_Platforms,Primary_OS,Job_Title,Covid_Productivity,Wanted_Web_Frameworks,Local_Dialect_Content,Covid_Remote_Adoption,Teaching_Jobs_Gap,Overtime_Frequency,Daily_Programming_Languages,Moroccan_Community_AutoEval,Help_Sources,Local_Community_Membership,Education,Daily_IDE,Moroccan_DevC_Membership,startTime,Continuous_Learning_Frequency,Event_Attendence_19_20,Immigration_Plans,Wanted_Platforms,Job_Satisfaction,Preferred_Job_Criteria,Employment_Status,Read_Write_Languages,English_Barrier,Age
12AuR5euy2gRVhKdQh3lfaoHJLN2,0,1603311156407,"['JavaScript', 'Python', 'C#']",Yes,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",None,['Not Sure'],['I am maintaining my own project'],['Other'],,Startup,1-3 years,"['C++', 'C']",Li ja bismilah,NO,['Other'],"No, I am not interested.",,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts']",MacOS,"Developer, full-stack",The current Pandemic impacted very negatively my productivity,['Other'],Both,,Not enough,,"['JavaScript', 'HTML/CSS  😉', 'PHP', 'C']",Not Bad,['Google it'],NO,Bac +3,"['VS Code', 'Vim']",NO,1603310834571,Once a year,0,Yes,['Other'],,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
19NoqBngPZfNYGdrKfK5lrcWXDP2,0,1603322477384,"['C++', 'Other']",Yes,['Academic defined subjects (system)'],Coffee,['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'React.js', 'Express', 'Vue.js']",More than 1 year,Freelance,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'C', 'Other']",Li ja bismilah,For learning,['Other'],Thinking of it.,,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",Windows,"Developer, front-end",The current Pandemic somehow boosted my productivity,"['jQuery', 'React.js', 'Express', 'Vue.js', 'Angular.js', 'Other']",No,,Not enough,Never,['HTML/CSS  😉'],Excellent,"['Google it', 'Watch help/tutorial videos']",Yes,Self-taught,"['VS Code', 'Vim']",Yes,1603321917378,Every few months,1-3,No,"['Node.js', 'Other']",,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Student,"['Arabic', 'French', 'English']",Yes,25 to 29 years
19oXsbomG9bHmkelGfN7lzKthJJ3,0,1603372504150,"['C++', 'Kotlin', 'Swift', 'Other']",Yes,"['Teachers', 'Academic defined subjects (system)']",None,['Not Sure'],['I don’t have an account on Github (or alternatives).'],['Other'],0 months,Startup,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'Python', 'Java', 'C']",Li ja bismilah,NO,['Other'],"No, I am not interested.",,Morocco,Female,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,"['React.js', 'Angular', 'Express', 'Vue.js', 'Angular.js', 'Django', 'Gatsby', 'Next']",Both,The company started remote after covid,Not enough,,"['JavaScript', 'HTML/CSS  😉']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",NO,1603371885674,Once a year,More than 3,Yes,['Other'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Student,"['Arabic', 'French', 'English', 'Others']",No,20 to 24 years
1DgR6nMC9NfprLmrlcJJDlbt8r22,0,1603819469512,"['JavaScript', 'Java', 'R']",Yes,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Water,"['Hybrid Cloud', 'shared hosting']","['Yes, few PRs in multiple projects']",['Other'],0 months,Startup,Less than 1 year,"['HTML/CSS 😉', 'SQL', 'Python', 'PHP', 'C++', 'C', 'Swift', 'Other']",Li ja bismilah,For profit,['Flutter'],Yes more than 10 blog posts,< 6 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Books', 'Blog posts']",MacOS,"Developer, mobile",The current Pandemic somehow impacted negatively my productivity,"['Django', 'Laravel']",Spoken,No remote policy yet,Not enough,Sometimes: 1-2 days per month but less than weekly,['Dart'],Bad,['Google it'],NO,Self-taught,['Other'],I don’t know Facebook Developer circles,1603818977756,Every few months,1-3,Yes,"['Node.js', '.NET', 'React Native']",Very satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']","Freelancer, or self-employed","['Arabic', 'Amazigh', 'French', 'English', 'Others']",No,20 to 24 years
1ILxI1PyfAXTp9lg4iKaxLHhcTB3,,1603221616634,['Haskell'],No,['Teachers'],Water,['Not Sure'],,['ASP.NET'],0 months,Multinational company,Less than 1 year,"['Python', 'Java', 'C#']",,For profit,['.NET'],,13 000 - 15 000,Morocco,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts', 'Company resources']",Windows,"Developer, back-end",The current Pandemic did not impact my productivity,['ASP.NET Core'],Spoken,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,['C#'],,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",,1603221077891,Every few months,,Yes,['Other'],Very satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
1KAcJT3ZpkdgdeJMTcDF9JCMkM93,0,1603273747125,"['Kotlin', 'R', 'Scala']",Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Water,['Full Cloud'],['I am maintaining my own project'],"['jQuery', 'Angular', 'Express', 'Spring Ecosystem']",Less than 1 year,Startup,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Python', 'Java', 'PHP', 'TypeScript']",Live/online events,For learning,['Node.js'],Thinking of it.,6 000 - 8 000,Morocco,Male,No,"['Paid platforms', 'Books', 'Official documentation', 'Blog posts']",Windows,"Developer, game or graphics",The current Pandemic somehow boosted my productivity,"['Django', 'Flask', 'Laravel', 'Symfony', 'Next']",Both,No remote policy yet,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'Java', 'TypeScript']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +3,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse', 'Netbeans']",Yes,1603273757179,Every few months,1-3,Yes,"['React Native', 'Flutter']",Slightly satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'The industry that I’d be working in']",Looking for work,"['Arabic', 'French', 'English']",Yes,25 to 29 years
1MpuvcSrGGNNcxeHBbknwMLTGiw1,0,1603380029580,"['JavaScript', 'PHP']",Yes,['Companies engagement with academia'],Water,['shared hosting'],['I am maintaining my own project'],"['React.js', 'Laravel']",Few months,Medium company,Less than 1 year,"['JavaScript', 'PHP']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,< 6 000,Morocco,Male,No,"['YouTube', 'Blog posts']",Windows,"Developer, full-stack",The current Pandemic somehow impacted negatively my productivity,"['React.js', 'Express', 'Laravel', 'Next']",Spoken,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'PHP']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +2,['VS Code'],I don’t know Facebook Developer circles,1603379128378,Once a year,0,Yes,"['Node.js', 'React Native']",,"['Languages, frameworks, and other technologies I’d be working with', 'The industry that I’d be working in']",Looking for work,"['Arabic', 'English']",Yes,20 to 24 years
1OFG7GTOKPPbvIb5Lw7PaoJSouQ2,1 - 3 talks,1603215157964,"['TypeScript', 'Go', 'Rust']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Tea,['Full Cloud'],['I am maintaining my own project'],"['Django', 'Flask']",Less than 1 year,Startup,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Python', 'Java', 'C++', 'C', 'Go']",Li ja bismilah,For profit,['Node.js'],Yes  less than 10 blog posts,6 000 - 8 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",Linux-based,"Developer, back-end",The current Pandemic did not impact my productivity,"['React.js', 'Angular', 'Express', 'Vue.js']",Both,We were doing remote before,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'Python']",Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",Yes,Bac +5,"['VS Code', 'Eclipse', 'Vim']",Yes,1603214556218,Every few months,0,Yes,"['Pandas', 'TensorFlow', 'React Native', 'Flutter', 'Terraform', 'Keras', 'Apache Spark', 'Torch/PyTorch']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,25 to 29 years
1OgUlVo5cJSgXqZIjtE2id8VKbh2,0,1603298483299,"['JavaScript', 'HTML/CSS 😉', 'Bash/Shell/PowerShell']",Yes,['Companies engagement with academia'],Coffee,['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['Angular', 'Spring Ecosystem']",Few months,Multinational company,3-5 years,"['JavaScript', 'Java', 'TypeScript', 'C']",Li ja bismilah,NO,['Node.js'],Thinking of it.,15 000 - 20 000,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,['React.js'],Spoken,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['SQL', 'Java', 'C']",Good,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",Yes,Bac +5,"['VS Code', 'Eclipse']",Yes,1603297896087,Once every few years,0,Yes,['Apache Spark'],Very satisfied,"['Office environment or company culture', 'How widely used or impactful my work output would be', 'Salary']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,25 to 29 years
1RkJ3XXTJye7zIlAjUmFkiwZwGL2,0,1603727515818,['Other'],Yes,['Academic defined subjects (system)'],Water,['on-premise'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Laravel', 'Other']",0 months,Multinational company,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'PHP', 'Other']",Li ja bismilah,NO,"['Cordova', 'Other']","No, I am not interested.",15 000 - 20 000,Morocco,Male,,"['YouTube', 'Official documentation', 'Blog posts']",MacOS,"Developer, full-stack",The current Pandemic boosted very positively my productivity,['Other'],No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'PHP']",Excellent,['Google it'],NO,Bac +5,['VS Code'],Yes,1603727077115,Every few months,0,No,['Other'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
1XGdZs6fNAhO35D3xG6cpjEgcdZ2,1 - 3 talks,1603728391925,"['Python', 'Haskell']",Yes,['Academic defined subjects (system)'],Water,['Hybrid Cloud'],"['Yes, few PRs in multiple projects']",['React.js'],Few months,Small company,More than 10,"['Python', 'C#', 'C++', 'C', 'Swift', 'Haskell']",Live/online events,For learning,['Other'],Thinking of it.,6 000 - 8 000,US,Male,No,"['Paid platforms', 'Books', 'Official documentation', 'Blog posts']",MacOS,"Developer, front-end",The current Pandemic boosted very positively my productivity,['React.js'],No,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['Swift', 'Objective-C']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +5,"['Vim', 'Other']",Yes,1603727469997,Every few months,1-3,Yes,['Unity 3D'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Remote work options', 'The industry that I’d be working in', 'Salary']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,30 to 34 years
1axPzBVzs6TlUnHB1Tac30EmtUk1,0,1603227552074,"['JavaScript', 'TypeScript', 'Dart']",Yes,['Academic defined subjects (system)'],Coffee,['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Laravel']",0 months,Medium company,3-5 years,"['JavaScript', 'HTML/CSS 😉', 'PHP', 'TypeScript', 'Dart']",Live/online events,NO,['Other'],"No, I am not interested.",10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms']",Windows,"Developer, full-stack",The current Pandemic did not impact my productivity,"['React.js', 'Express', 'Vue.js', 'Next']",Both,No remote policy yet,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'PHP']",Good,['Google it'],NO,Bac +2,['VS Code'],NO,1603227064153,Once a year,0,No,"['Node.js', 'Flutter']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with']",Employed full-time,"['Arabic', 'French', 'English']",Yes,25 to 29 years
1hRCTQBdQWNJuU6lUiq11gCZn4h1,0,1603223253144,['R'],No,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,['Not Sure'],"['Yes, few PRs in multiple projects']",['Django'],,Medium company,Less than 1 year,['Python'],Li ja bismilah,For learning,['Pandas'],Thinking of it.,,Europe,Female,No,"['YouTube', 'Books', 'Company resources']",Windows + WSL2,Data scientist or machine learning specialist,The current Pandemic somehow boosted my productivity,"['React.js', 'Angular']",Both,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'HTML/CSS  😉', 'Python']",Good,['Google it'],NO,Bac +5,"['VS Code', 'Other']",Yes,1603222892647,Every few months,1-3,Yes,['TensorFlow'],Neither satisfied nor dissatisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
1naRC4P6evMIywkjUXvYd9iTq0s1,0,1603607590592,['Python'],Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Water,['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['Angular', 'Angular.js']",0 months,Small company,More than 10,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Python', 'C']",Li ja bismilah,For profit,['Node.js'],"No, I am not interested.",> 25 000,Europe,Male,No,"['YouTube', 'Books', 'Company resources']",Windows,Product manager,The current Pandemic did not impact my productivity,"['React.js', 'Vue.js']",Spoken,We were doing remote before,Enough to start,Rarely: 1-2 days per year or less ,"['JavaScript', 'HTML/CSS  😉']",Good,"['Google it', 'Watch help/tutorial videos']",NO,Bac +5,"['Eclipse', 'Sublime']",I don’t know Facebook Developer circles,1603606756649,Once every few years,0,No,['Apache Spark'],Slightly satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,40 years and older
1pagUrBxipabVFktzn9jPP0m3VB3,0,1603212024477,"['Java', 'Bash/Shell/PowerShell', 'C']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Water,['Not Sure'],"['Yes, few PRs in multiple projects']",['React.js'],More than 1 year,Medium company,Less than 1 year,"['JavaScript', 'C']",Li ja bismilah,For learning,['Node.js'],Thinking of it.,6 000 - 8 000,Morocco,Male,No,"['Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",Linux-based,"Developer, front-end",The current Pandemic somehow boosted my productivity,"['Express', 'Vue.js', 'Gatsby', 'Next']",Both,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'Bash/Shell/PowerShell']",Excellent,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",Yes,Bac +2,['VS Code'],Yes,1603211482592,Every few months,1-3,Yes,['React Native'],,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
1pkhkUNDhoXKoUdLyFnxqIYWpAy1,0,1603452058390,"['JavaScript', 'HTML/CSS 😉', 'Python', 'PHP', 'Assembly']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Water,['shared hosting'],['I am maintaining my own project'],['Other'],,Multinational company,Less than 1 year,"['JavaScript', 'Java', 'Bash/Shell/PowerShell', 'C']",Li ja bismilah,For learning,['Other'],Thinking of it.,,Morocco,Female,No,"['YouTube', 'Paid platforms', 'Official documentation', 'Company resources', 'Others']",MacOS,"Developer, full-stack",The current Pandemic somehow boosted my productivity,"['React.js', 'Express', 'Next']",Spoken,,Enough to start,Rarely: 1-2 days per year or less ,"['Java', 'Bash/Shell/PowerShell', 'C++', 'C']",Good,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",NO,Bac +5,"['VS Code', 'Vim']",Yes,1603451553603,Every few months,More than 3,Yes,"['Node.js', 'React Native']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development', 'Remote work options', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
1xMJynodcLNL2WMVQfPqaUVEk6f1,0,1603219311953,"['Kotlin', 'Scala']",No,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,"['Full Cloud', 'Managed PaaS (heroku, app platform ...)']",['I maintain an organization project with +1k stars'],"['jQuery', 'React.js', 'Angular']",0 months,Multinational company,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL']",In-person events?,NO,['Node.js'],"No, I am not interested.",6 000 - 8 000,Morocco,Female,No,"['YouTube', 'Paid platforms', 'Blog posts', 'Company resources', 'Others']",Windows + WSL2,"Developer, QA, or test",The current Pandemic somehow boosted my productivity,"['jQuery', 'React.js', 'Angular', 'ASP.NET']",Spoken,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,['JavaScript'],Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,['VS Code'],Yes,1603219318973,Once a decade,1-3,Yes,['React Native'],Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Opportunities for professional development', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
